name;description;price;categories;quantity;image1;image2;source_url;color;material;;;;;
Solano Insulated Hoody Men's;Solano Insulated Hoody Men's;1823;Clothing>Men;5;images\solano-insulated-hoody-mens-1.jpg;images\solano-insulated-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/solano-insulated-hoody-0541;Red;GORE-TEX;;;;;
Solano Jacket Men's;Solano Jacket Men's;1418;Clothing>Men;5;images\solano-jacket-mens-1.jpg;images\solano-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/solano-jacket-9650;;GORE-TEX;;;;;
Sorin Down Jacket Men's;Sorin Down Jacket Men's;7290;Clothing>Men;5;images\sorin-down-jacket-mens-1.jpg;images\sorin-down-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/sorin-down-jacket-9944;Red;GORE-TEX;;;;;
Sorin Down Parka Men's;Sorin Down Parka Men's;8910;Clothing>Men;5;images\sorin-down-parka-mens-1.jpg;images\sorin-down-parka-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/sorin-down-parka-9945;Black;GORE-TEX;;;;;
Spere Blazer Men's;Spere Blazer Men's;2835;Clothing>Men;5;images\spere-blazer-mens-1.jpg;images\spere-blazer-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/spere-blazer-9111;Black;;;;;;
Spere Insulated Jacket Men's;Spere Insulated Jacket Men's;3645;Clothing>Men;5;images\spere-insulated-jacket-mens-1.jpg;images\spere-insulated-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/spere-insulated-jacket-9110;Red;GORE-TEX;;;;;
Spere LT Blazer Men's;Spere LT Blazer Men's;2025;Clothing>Men;5;images\spere-lt-blazer-mens-1.jpg;images\spere-lt-blazer-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/spere-lt-blazer;Black;;;;;;
Spere LT Cargo Pant Men's;Spere LT Cargo Pant Men's;1620;Clothing>Men;5;images\spere-lt-cargo-pant-mens-1.jpg;images\spere-lt-cargo-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/spere-lt-cargo-pant;Black;Nylon;;;;;
Spere LT Jacket Men's;Spere LT Jacket Men's;1620;Clothing>Men;5;images\spere-lt-jacket-mens-1.jpg;images\spere-lt-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/spere-lt-jacket;Black;;;;;;
Spere LT Pant Men's;Spere LT Pant Men's;1215;Clothing>Men;5;images\spere-lt-pant-mens-1.jpg;images\spere-lt-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/spere-lt-pant;Black;;;;;;
Spere Pant Men's;Spere Pant Men's;1620;Clothing>Men;5;images\spere-pant-mens-1.jpg;images\spere-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/spere-pant-9123;Black;;;;;;
Spere Short Men's;Spere Short Men's;1013;Clothing>Men;5;images\spere-short-mens-1.jpg;images\spere-short-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/spere-short-9653;Black;;;;;;
Sylan GTX Shoe Men's;Sylan GTX Shoe Men's;932;Footwear>Men;5;images\sylan-gtx-shoe-mens-1.jpg;images\sylan-gtx-shoe-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/sylan-gtx-shoe-9601;Red;GORE-TEX;;;;;
Sylan Pro Shoe Men's;Sylan Pro Shoe Men's;810;Footwear>Men;5;images\sylan-pro-shoe-mens-1.jpg;images\sylan-pro-shoe-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/sylan-pro-shoe-0077;Red;;;;;;
Therme Down Jacket Men's;Therme Down Jacket Men's;3240;Clothing>Men;5;images\therme-down-jacket-mens-1.jpg;images\therme-down-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/therme-down-jacket-9915;Black;GORE-TEX;;;;;
Therme Down Parka Men's;Therme Down Parka Men's;3645;Clothing>Men;5;images\therme-down-parka-mens-1.jpg;images\therme-down-parka-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/therme-down-parka-9914;Black;GORE-TEX;;;;;
Thorium Hoody Men's;Thorium Hoody Men's;2025;Clothing>Men;5;images\thorium-hoody-mens-1.jpg;images\thorium-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/thorium-hoody-0543;Red;Nylon;;;;;
Thorium Jacket Men's;Thorium Jacket Men's;1823;Clothing>Men;5;images\thorium-jacket-mens-1.jpg;images\thorium-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/thorium-jacket-0545;Red;Nylon;;;;;
Thorium SV Hoody Men's;Thorium SV Hoody Men's;2430;Clothing>Men;5;images\thorium-sv-hoody-mens-1.jpg;images\thorium-sv-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/thorium-sv-hoody-9896;Grey;GORE-TEX;;;;;
Vertex Alpine GTX Shoe Men's;Vertex Alpine GTX Shoe Men's;1013;Footwear>Men;5;images\vertex-alpine-gtx-shoe-mens-1.jpg;images\vertex-alpine-gtx-shoe-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/vertex-alpine-gtx-shoe-9602;Black;GORE-TEX;;;;;
Vertex Alpine Shoe Men's;Vertex Alpine Shoe Men's;932;Footwear>Men;5;images\vertex-alpine-shoe-mens-1.jpg;images\vertex-alpine-shoe-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/vertex-alpine-shoe;Black;;;;;;
Vertex Speed Low Shoe Men's;Vertex Speed Low Shoe Men's;729;Footwear>Men;5;images\vertex-speed-low-shoe-mens-1.jpg;images\vertex-speed-low-shoe-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/vertex-speed-low-shoe-9715;;Down;;;;;
Vertex Speed Shoe Men's;Vertex Speed Shoe Men's;770;Footwear>Men;5;images\vertex-speed-shoe-mens-1.jpg;images\vertex-speed-shoe-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/vertex-speed-shoe-9613;;Down;;;;;
Voronoi Pant Men's;Voronoi Pant Men's;1418;Clothing>Men;5;images\voronoi-pant-mens-1.jpg;images\voronoi-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/voronoi-pant;Red;Nylon;;;;;
Voronoi Wool Jacket Men's;Voronoi Wool Jacket Men's;2835;Clothing>Men;5;images\voronoi-wool-jacket-mens-1.jpg;images\voronoi-wool-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/voronoi-wool-jacket-9959;Black;Polyester;;;;;
Voronoi Wool Pant Men's;Voronoi Wool Pant Men's;2025;Clothing>Men;5;images\voronoi-wool-pant-mens-1.jpg;images\voronoi-wool-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/voronoi-wool-pant-9979;Red;Polyester;;;;;
Merino Wool Grotto Mid Sock;Merino Wool Grotto Mid Sock;122;Clothing>Men;5;images\merino-wool-grotto-mid-sock-1.jpg;images\merino-wool-grotto-mid-sock-2.jpg;https://arcteryx.com/us/en/shop/merino-wool-grotto-mid-sock-8543;Red;Nylon;;;;;
Merino Wool Grotto Ski Sock;Merino Wool Grotto Ski Sock;170;Clothing>Men;5;images\merino-wool-grotto-ski-sock-1.jpg;images\merino-wool-grotto-ski-sock-2.jpg;https://arcteryx.com/us/en/shop/merino-wool-grotto-ski-sock;Black;Merino;;;;;
Merino Wool Low Cut Sock;Merino Wool Low Cut Sock;97;Clothing>Men;5;images\merino-wool-low-cut-sock-1.jpg;images\merino-wool-low-cut-sock-2.jpg;https://arcteryx.com/us/en/shop/merino-wool-low-cut-sock;Black;Nylon;;;;;
Merino Wool Mid Bird Sock;Merino Wool Mid Bird Sock;122;Clothing>Men;5;images\merino-wool-mid-bird-sock-1.jpg;images\merino-wool-mid-bird-sock-2.jpg;https://arcteryx.com/us/en/shop/merino-wool-mid-bird-sock-8542;Red;Nylon;;;;;
Merino Wool Mid Sock;Merino Wool Mid Sock;113;Clothing>Men;5;images\merino-wool-mid-sock-1.jpg;images\merino-wool-mid-sock-2.jpg;https://arcteryx.com/us/en/shop/merino-wool-mid-sock-8653;Red;Nylon;;;;;
Merino Wool Ski Sock;Merino Wool Ski Sock;162;Clothing>Men;5;images\merino-wool-ski-sock-1.jpg;images\merino-wool-ski-sock-2.jpg;https://arcteryx.com/us/en/shop/merino-wool-ski-sock;Black;Merino;;;;;
Nu Down Detergent;Nu Down Detergent;73;Clothing>Men;5;images\nu-down-detergent-1.jpg;images\nu-down-detergent-2.jpg;https://arcteryx.com/us/en/shop/nu-down-detergent;;Down;;;;;
Nu Durable Water Repellent;Nu Durable Water Repellent;81;Clothing>Men;5;images\nu-durable-water-repellent-1.jpg;images\nu-durable-water-repellent-2.jpg;https://arcteryx.com/us/en/shop/nu-durable-water-repellent;Red;GORE-TEX;;;;;
Nu Technical Detergent;Nu Technical Detergent;73;Clothing>Men;5;images\nu-technical-detergent-1.jpg;images\nu-technical-detergent-2.jpg;https://arcteryx.com/us/en/shop/nu-technical-detergent;;GORE-TEX;;;;;
Oloss Ski Carry Pack Accessory;Oloss Ski Carry Pack Accessory;162;Clothing>Men;5;images\oloss-ski-carry-pack-accessory-1.jpg;images\oloss-ski-carry-pack-accessory-2.jpg;https://arcteryx.com/us/en/shop/oloss-ski-carry-9985;Black;;;;;;
Patrol Vest;Patrol Vest;1053;Clothing>Men;5;images\patrol-vest-1.jpg;images\patrol-vest-2.jpg;https://arcteryx.com/us/en/shop/patrol-vest-7034;Black;Nylon;;;;;
Quintic 16 Backpack;Quintic 16 Backpack;932;Clothing>Men;5;images\quintic-16-backpack-1.jpg;images\quintic-16-backpack-2.jpg;https://arcteryx.com/us/en/shop/quintic-16-backpack-8974;Red;Nylon;;;;;
Quintic 28 Backpack;Quintic 28 Backpack;1013;Clothing>Men;5;images\quintic-28-backpack-1.jpg;images\quintic-28-backpack-2.jpg;https://arcteryx.com/us/en/shop/quintic-28-backpack-8174;Red;Nylon;;;;;
Rescue Pack 50;Rescue Pack 50;1823;Clothing>Men;5;images\rescue-pack-50-1.jpg;images\rescue-pack-50-2.jpg;https://arcteryx.com/us/en/shop/rescue-pack-50;Red;;;;;;
Rho Balaclava;Rho Balaclava;182;Clothing>Men;5;images\rho-balaclava-1.jpg;images\rho-balaclava-2.jpg;https://arcteryx.com/us/en/shop/rho-balaclava;Black;;;;;;
Rho Glove;Rho Glove;162;Accessories>Men;5;images\rho-glove-1.jpg;images\rho-glove-2.jpg;https://arcteryx.com/us/en/shop/rho-glove;;;;;;;
Rho Headband;Rho Headband;142;Clothing>Men;5;images\rho-headband-1.jpg;images\rho-headband-2.jpg;https://arcteryx.com/us/en/shop/rho-headband;Black;;;;;;
Rho Neck Gaiter Long;Rho Neck Gaiter Long;182;Clothing>Men;5;images\rho-neck-gaiter-long-1.jpg;images\rho-neck-gaiter-long-2.jpg;https://arcteryx.com/us/en/shop/rho-neck-gaiter-long;Red;;;;;;
Rho Toque;Rho Toque;182;Clothing>Men;5;images\rho-toque-1.jpg;images\rho-toque-2.jpg;https://arcteryx.com/us/en/shop/rho-toque;Red;;;;;;
Ribbed Toque;Ribbed Toque;263;Clothing>Men;5;images\ribbed-toque-1.jpg;images\ribbed-toque-2.jpg;https://arcteryx.com/us/en/shop/ribbed-toque-9930;Red;Polyester;;;;;
Rope Glove;Rope Glove;446;Accessories>Men;5;images\rope-glove-1.jpg;images\rope-glove-2.jpg;https://arcteryx.com/us/en/shop/rope-glove;Black;;;;;;
Satoro Merino Headband;Satoro Merino Headband;162;Clothing>Men;5;images\satoro-merino-headband-1.jpg;images\satoro-merino-headband-2.jpg;https://arcteryx.com/us/en/shop/satoro-merino-headband-9491;;Merino;;;;;
Satoro Merino Neck Gaiter;Satoro Merino Neck Gaiter;203;Clothing>Men;5;images\satoro-merino-neck-gaiter-1.jpg;images\satoro-merino-neck-gaiter-2.jpg;https://arcteryx.com/us/en/shop/satoro-merino-neck-gaiter-9937;Black;Merino;;;;;
Satoro Merino Toque;Satoro Merino Toque;203;Clothing>Men;5;images\satoro-merino-toque-1.jpg;images\satoro-merino-toque-2.jpg;https://arcteryx.com/us/en/shop/satoro-merino-toque-9936;Red;Merino;;;;;
Skaha Harness;Skaha Harness;729;Clothing>Men;5;images\skaha-harness-1.jpg;images\skaha-harness-2.jpg;https://arcteryx.com/us/en/shop/skaha-harness-9655;;;;;;;
Small Bird Cap;Small Bird Cap;203;Clothing>Men;5;images\small-bird-cap-1.jpg;images\small-bird-cap-2.jpg;https://arcteryx.com/us/en/shop/small-bird-cap-9782;Red;Polyester;;;;;
Synthetic Low Cut Sock;Synthetic Low Cut Sock;89;Clothing>Men;5;images\synthetic-low-cut-sock-1.jpg;images\synthetic-low-cut-sock-2.jpg;https://arcteryx.com/us/en/shop/synthetic-low-cut-sock;Red;;;;;;
Synthetic Mid Crew Sock;Synthetic Mid Crew Sock;97;Clothing>Men;5;images\synthetic-mid-crew-sock-1.jpg;images\synthetic-mid-crew-sock-2.jpg;https://arcteryx.com/us/en/shop/synthetic-mid-crew-sock;Black;;;;;;
Synthetic Mid Grotto Sock;Synthetic Mid Grotto Sock;105;Clothing>Men;5;images\synthetic-mid-grotto-sock-1.jpg;images\synthetic-mid-grotto-sock-2.jpg;https://arcteryx.com/us/en/shop/synthetic-mid-grotto-sock;Red;;;;;;
Synthetic Ultralightweight Mid Sock;Synthetic Ultralightweight Mid Sock;105;Clothing>Men;5;images\synthetic-ultralightweight-mid-sock-1.jpg;images\synthetic-ultralightweight-mid-sock-2.jpg;https://arcteryx.com/us/en/shop/synthetic-ultralightweight-mid-sock-7146;Black;Polyester;;;;;
Venta Glove;Venta Glove;324;Accessories>Men;5;images\venta-glove-1.jpg;images\venta-glove-2.jpg;https://arcteryx.com/us/en/shop/venta-glove-9934;;GORE-TEX;;;;;
Venta GTX Glove;Venta GTX Glove;608;Accessories>Men;5;images\venta-gtx-glove-1.jpg;images\venta-gtx-glove-2.jpg;https://arcteryx.com/us/en/shop/venta-gtx-glove-9935;Black;GORE-TEX;;;;;
Venta Mitten;Venta Mitten;324;Clothing>Men;5;images\venta-mitten-1.jpg;images\venta-mitten-2.jpg;https://arcteryx.com/us/en/shop/venta-mitten-9938;Black;GORE-TEX;;;;;
Aestas Crew Neck Pullover Women's;Aestas Crew Neck Pullover Women's;810;Clothing>Women;5;images\aestas-crew-neck-pullover-womens-1.jpg;images\aestas-crew-neck-pullover-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/aestas-crew-neck-pullover-9053;Red;Polyester;;;;;
Aestas Jogger Women's;Aestas Jogger Women's;729;Clothing>Women;5;images\aestas-jogger-womens-1.jpg;images\aestas-jogger-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/aestas-jogger-0093;Black;;;;;;
Aestas Pullover Hoody Women's;Aestas Pullover Hoody Women's;891;Clothing>Women;5;images\aestas-pullover-hoody-womens-1.jpg;images\aestas-pullover-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/aestas-pullover-hoody-9492;Black;;;;;;
Allium Insulated Jacket Women's;Allium Insulated Jacket Women's;1215;Clothing>Women;5;images\allium-insulated-jacket-womens-1.jpg;images\allium-insulated-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/allium-insulated-jacket-8530;;;;;;;
Alpha Jacket Women's;Alpha Jacket Women's;2835;Clothing>Women;5;images\alpha-jacket-womens-1.jpg;images\alpha-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/alpha-jacket-9866;;GORE-TEX;;;;;
Alpha SV Jacket Women's;Alpha SV Jacket Women's;3645;Clothing>Women;5;images\alpha-sv-jacket-womens-1.jpg;images\alpha-sv-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/alpha-sv-jacket-9990;Black;GORE-TEX;;;;;
Alpine Guide Jacket Women's;Alpine Guide Jacket Women's;3240;Clothing>Women;5;images\alpine-guide-jacket-womens-1.jpg;images\alpine-guide-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/alpine-guide-jacket-9009;Red;GORE-TEX;;;;;
Altira Cropped Jacket Women's;Altira Cropped Jacket Women's;2633;Clothing>Women;5;images\altira-cropped-jacket-womens-1.jpg;images\altira-cropped-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/altira-cropped-jacket-0094;Black;GORE-TEX;;;;;
Andessa Down Jacket Women's;Andessa Down Jacket Women's;4455;Clothing>Women;5;images\andessa-down-jacket-womens-1.jpg;images\andessa-down-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/andessa-down-jacket-9948;Black;GORE-TEX;;;;;
Andessa Down Mid Jacket Women's;Andessa Down Mid Jacket Women's;4860;Clothing>Women;5;images\andessa-down-mid-jacket-womens-1.jpg;images\andessa-down-mid-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/andessa-down-mid-jacket-9950;Red;GORE-TEX;;;;;
Andessa Insulated Pant Women's;Andessa Insulated Pant Women's;2835;Clothing>Women;5;images\andessa-insulated-pant-womens-1.jpg;images\andessa-insulated-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/andessa-insulated-pant-9864;Red;GORE-TEX;;;;;
AR-385a Harness Women's;AR-385a Harness Women's;648;Clothing>Women;5;images\ar-385a-harness-womens-1.jpg;images\ar-385a-harness-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/ar-385a-harness;;;;;;;
Arc'Word Cotton T-Shirt Women's;Arc'Word Cotton T-Shirt Women's;243;Clothing>Women;5;images\arcword-cotton-t-shirt-womens-1.jpg;images\arcword-cotton-t-shirt-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/arc-word-cotton-t-shirt;Red;Cotton;;;;;
Asset SL Jacket Women's;Asset SL Jacket Women's;3240;Clothing>Women;5;images\asset-sl-jacket-womens-1.jpg;images\asset-sl-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/asset-sl-jacket-9473;Red;;;;;;
Atom Hoody Women's;Atom Hoody Women's;1215;Clothing>Women;5;images\atom-hoody-womens-1.jpg;images\atom-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/atom-hoody-9452;Red;Down;;;;;
Atom Jacket Women's;Atom Jacket Women's;1134;Clothing>Women;5;images\atom-jacket-womens-1.jpg;images\atom-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/atom-jacket-9855;Red;;;;;;
Atom Long Coat Women's;Atom Long Coat Women's;1418;Clothing>Women;5;images\atom-long-coat-womens-1.jpg;images\atom-long-coat-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/atom-long-coat-9854;Black;;;;;;
Atom SL Hoody Women's;Atom SL Hoody Women's;1134;Clothing>Women;5;images\atom-sl-hoody-womens-1.jpg;images\atom-sl-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/atom-sl-hoody-9511;Black;;;;;;
Atom SL Jacket Women's;Atom SL Jacket Women's;1053;Clothing>Women;5;images\atom-sl-jacket-womens-1.jpg;images\atom-sl-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/atom-sl-jacket-9510;Red;;;;;;
Atom SV Hoody Women's;Atom SV Hoody Women's;1418;Clothing>Women;5;images\atom-sv-hoody-womens-1.jpg;images\atom-sv-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/atom-sv-hoody-9853;Red;;;;;;
Atom SV Jacket Women's;Atom SV Jacket Women's;1215;Clothing>Women;5;images\atom-sv-jacket-womens-1.jpg;images\atom-sv-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/atom-sv-jacket-9852;;;;;;;
Atom Vest Women's;Atom Vest Women's;810;Clothing>Women;5;images\atom-vest-womens-1.jpg;images\atom-vest-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/atom-vest-9507;;Down;;;;;
Belfry Pant Women's;Belfry Pant Women's;1215;Clothing>Women;5;images\belfry-pant-womens-1.jpg;images\belfry-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/belfry-pant;Red;Nylon;;;;;
Belfry Wool Jacket Women's;Belfry Wool Jacket Women's;2835;Clothing>Women;5;images\belfry-wool-jacket-womens-1.jpg;images\belfry-wool-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/belfry-wool-jacket-9772;Black;Down;;;;;
Belfry Wool Pant Women's;Belfry Wool Pant Women's;2025;Clothing>Women;5;images\belfry-wool-pant-womens-1.jpg;images\belfry-wool-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/belfry-wool-pant-9978;Black;Polyester;;;;;
Beta AR Jacket Women's;Beta AR Jacket Women's;2633;Clothing>Women;5;images\beta-ar-jacket-womens-1.jpg;images\beta-ar-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/beta-ar-jacket-9863;Red;GORE-TEX;;;;;
Beta Coat Women's;Beta Coat Women's;2430;Clothing>Women;5;images\beta-coat-womens-1.jpg;images\beta-coat-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/beta-coat-9096;Black;GORE-TEX;;;;;
Beta Down Parka Women's;Beta Down Parka Women's;3645;Clothing>Women;5;images\beta-down-parka-womens-1.jpg;images\beta-down-parka-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/beta-down-parka-9101;Red;GORE-TEX;;;;;
Beta Insulated Jacket Women's;Beta Insulated Jacket Women's;3038;Clothing>Women;5;images\beta-insulated-jacket-womens-1.jpg;images\beta-insulated-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/beta-insulated-jacket-0512;Red;GORE-TEX;;;;;
Beta Jacket Women's;Beta Jacket Women's;1620;Clothing>Women;5;images\beta-jacket-womens-1.jpg;images\beta-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/beta-jacket-0516;Red;GORE-TEX;;;;;
Beta Jacket Women's;Beta Jacket Women's;1620;Clothing>Women;5;images\beta-jacket-womens-1.jpg;images\beta-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/beta-jacket-9239;Black;GORE-TEX;;;;;
Beta Pant Women's;Beta Pant Women's;1215;Clothing>Women;5;images\beta-pant-womens-1.jpg;images\beta-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/beta-pant-9468;Black;GORE-TEX;;;;;
Beta SL Jacket Women's;Beta SL Jacket Women's;2025;Clothing>Women;5;images\beta-sl-jacket-womens-1.jpg;images\beta-sl-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/beta-sl-jacket-0020;Red;GORE-TEX;;;;;
Cerium Hoody Women's;Cerium Hoody Women's;1620;Clothing>Women;5;images\cerium-hoody-womens-1.jpg;images\cerium-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/cerium-hoody-0554;;Nylon;;;;;
Cerium Jacket Women's;Cerium Jacket Women's;1539;Clothing>Women;5;images\cerium-jacket-womens-1.jpg;images\cerium-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/cerium-jacket-0584;Red;Nylon;;;;;
Cerium Mid Coat Women's;Cerium Mid Coat Women's;2025;Clothing>Women;5;images\cerium-mid-coat-womens-1.jpg;images\cerium-mid-coat-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/cerium-mid-coat-8533;Black;Nylon;;;;;
Cerium SV Hoody Women's;Cerium SV Hoody Women's;2430;Clothing>Women;5;images\cerium-sv-hoody-womens-1.jpg;images\cerium-sv-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/cerium-sv-hoody-0558;Black;Down;;;;;
Cerium SV Vest Women's;Cerium SV Vest Women's;1418;Clothing>Women;5;images\cerium-sv-vest-womens-1.jpg;images\cerium-sv-vest-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/cerium-sv-vest-8532;Black;Down;;;;;
Cerium Vest Women's;Cerium Vest Women's;1215;Clothing>Women;5;images\cerium-vest-womens-1.jpg;images\cerium-vest-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/cerium-vest-0556;Black;Nylon;;;;;
Clarkia Cotton Wide Leg Pant Women's;Clarkia Cotton Wide Leg Pant Women's;729;Clothing>Women;5;images\clarkia-cotton-wide-leg-pant-womens-1.jpg;images\clarkia-cotton-wide-leg-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/clarkia-cotton-wide-leg-pant-9318;Red;Nylon;;;;;
Coelle Jacket Women's;Coelle Jacket Women's;1620;Clothing>Women;5;images\coelle-jacket-womens-1.jpg;images\coelle-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/coelle-jacket-9466;Black;GORE-TEX;;;;;
Conduit Down Jacket Women's;Conduit Down Jacket Women's;3240;Clothing>Women;5;images\conduit-down-jacket-womens-1.jpg;images\conduit-down-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/conduit-down-jacket-9962;Red;Down;;;;;
Conic Wool Midlayer Women's;Conic Wool Midlayer Women's;1215;Clothing>Women;5;images\conic-wool-midlayer-womens-1.jpg;images\conic-wool-midlayer-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/conic-wool-midlayer-9735;Black;;;;;;
Covert Cardigan Women's;Covert Cardigan Women's;729;Clothing>Women;5;images\covert-cardigan-womens-1.jpg;images\covert-cardigan-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/covert-cardigan-0559;Black;Polyester;;;;;
Covert 1/2 Zip Neck Women's;Covert 1/2 Zip Neck Women's;648;Clothing>Women;5;images\covert-1-2-zip-neck-womens-1.jpg;images\covert-1-2-zip-neck-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/covert-zip-neck-0586;Red;Polyester;;;;;
Decca Down Bomber Women's;Decca Down Bomber Women's;4860;Clothing>Women;5;images\decca-down-bomber-womens-1.jpg;images\decca-down-bomber-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/decca-down-bomber-9958;Black;GORE-TEX;;;;;
Decca Down Parka Women's;Decca Down Parka Women's;6480;Clothing>Women;5;images\decca-down-parka-womens-1.jpg;images\decca-down-parka-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/decca-down-parka-9961;Red;GORE-TEX;;;;;
Delta Crew Neck Pullover Women's;Delta Crew Neck Pullover Women's;729;Clothing>Women;5;images\delta-crew-neck-pullover-womens-1.jpg;images\delta-crew-neck-pullover-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/delta-crew-neck-pullover;Black;;;;;;
Delta Jacket Women's;Delta Jacket Women's;810;Clothing>Women;5;images\delta-jacket-womens-1.jpg;images\delta-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/delta-jacket-0560;Red;;;;;;
Dias MX Pant Women's;Dias MX Pant Women's;1620;Clothing>Women;5;images\dias-mx-pant-womens-1.jpg;images\dias-mx-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/dias-mx-pant-9135;Black;Nylon;;;;;
Dias Pant Women's;Dias Pant Women's;1215;Clothing>Women;5;images\dias-pant-womens-1.jpg;images\dias-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/dias-pant-9476;Black;;;;;;
Dias Short Women's;Dias Short Women's;1013;Clothing>Women;5;images\dias-short-womens-1.jpg;images\dias-short-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/dias-short-9474;Red;;;;;;
Diene Shirt LS Women's;Diene Shirt LS Women's;1418;Clothing>Women;5;images\diene-shirt-ls-womens-1.jpg;images\diene-shirt-ls-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/diene-shirt-ls-9315;Black;Nylon;;;;;
Eave Dress Women's;Eave Dress Women's;1620;Clothing>Women;5;images\eave-dress-womens-1.jpg;images\eave-dress-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/eave-dress-9472;Red;Nylon;;;;;
Elec Insulated Jacket Women's;Elec Insulated Jacket Women's;1215;Clothing>Women;5;images\elec-insulated-jacket-womens-1.jpg;images\elec-insulated-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/elec-insulated-jacket-9512;Red;;;;;;
